uid,question,answer,eva4b_label
dc6d502087cecd9be7d8485c5c179c38,"OK. That's helpful. And anything that you could do to shield any current tax liabilities at this point? I think you guys do not, if I'm not mistaken, do not have much in the way of NOLs left, but anything else you could do there?","Yeah. I mean our tax department works really hard on that and they're doing that right now under different what-if scenarios. I don't have any silver bullets to lay out to you this morning, though.",intermediate
832d068eada2883950843945c00a1909,"Okay. And then when you look at maybe the synergy projects or the efficiency and integration projects you have around Morbark and the other two, have you quantified kind of a number around what you hope to achieve from those? Or maybe how much -- how many like incremental basis points of margin leverage you might get from those? Just trying to get a feel for where you are at in the integration process and maybe what the potential incremental benefit might be this year or next year.","Yes. Again, we certainly have internally quantified it and internally have targets and goals. We don't usually give much of that publicly. Though we had said even like in Morbark case, their actually operating profit margins were higher than our average operating profit margin. So I mean, like I said, even doing nothing, we thought they should help improve our overall margins. And with the synergies, we also said things like millions of dollars of synergies just in supply like in procurement. And we believe -- and we're pleased that pretty well the synergies on all of this, we're achieving them, but not at the level we anticipated. The purchasing one -- the procurement ones for Morbark, for instance. I mean, two, we had to work down some of their old inventory that was at the higher prices. And secondly, up until now, we hadn't really -- they haven't been producing at the same level. So we haven't been buying as much. So we were getting the synergies that we identified, but not at the full level. We think by the second half of this year, we'll start getting it more at the full level. So we got them integrated into our operating system, our ERP system. We've -- like I say, we're putting them on our benefit structure and other things like this. So I mean we've achieved most of the other synergies we have. Probably the one -- the procurement one, just not at the same level yet. The only area we were going to do more, Morbark is very North American focused.

And we -- through our network, we were going to try to take them a little more internationally. That one, we're -- certainly have not achieved the full level we wanted there just because we're still not allowing anybody to travel internationally so -- across the ocean. So I mean, that one's taking been a little bit slower in developing. But by and large, the synergies are. We also -- and like in Dutch Power, I mean, good -- I mean, we announced in the fourth quarter, a plant consolidation from three plants to two, which will have a very good payback. We've already -- even the one plant, we're proposing to close. We've actually already sold it and actually closed on the sale here in the second quarter of this year already. And so I mean, that whole plant consolidation has about a one-year payback, I mean, let alone improving our overall margins for there. So yes, we believe that when all this is done, we should definitely see overall margin improvement for Alamo Group, even though we have not sort of detailed each unit and each opportunity. But we're pleased that they are occurring. And we're -- like I said, we haven't achieved the dollars we wanted to at this point due to COVID, but we believe we'll still achieve all the synergies we anticipated.",intermediate
7042254ba270fefea78281cdfa6dc727,"Got it. And so given that there is sort of a gradual improvement just on the cost of debt side, just wondered also to understand how you're thinking about the dividend given that and how you're balancing buybacks versus the dividend? And that will be all for me.","So as far as dividend is concerned, this is the first thing that the board will discuss as soon as we have consummated the financial transaction, which we expect in April. So a decision about the dividend will be by the board on our next earnings call, where we would have completed our refinancing and we will have a very clear path ahead.",intermediate
e444577751071ca1463f100eaa1902c8,"Yes. And then maybe expanding on that, could you talk about what SmartAudio is running as a percentage of Multiplatform sales and maybe where you see that going over the next year or 2?","Well, we haven't given out the number, but obviously, we think that is going to continue to increase. We've built out the whole SmartAudio platform so that our broadcast radio can be bought and sold like digital can be built around the cohorts. And with the Triton marketplace, which we announced, which we're going to launch in January of next year, we're talking about the first truly integrated audio marketplace in which you will be able to buy one set of audiences cohorts on an integrated basis across podcasting, digital radio, into broadcast radio using SmartAudio. And I think that gives us -- not only us, but I think the audio industry, a great new tool to bring money broadly into this business. And when you look at the kind of reach radio has, every advertiser today has got a problem. They need reach. Digital doesn't reach the numbers that radio does. TV is declining, and certainly doesn't reach what radio does. And people at least have to be able to see or hear your commercial for it to have an impact. So radio winds up, I think, in this pretty good position of being this reach enhancer for everyone. Well, by using SmartAudio, we're able to put it into a language and a technology that they're comfortable with and looking for us to do. So I think as an overall percentage of our advertising on broadcast radio, we look for SmartAudio to be continuing to climb.

And by the way, Steve, and if you think about it, if you look at the significant progress we continue to make on the Multiplatform line and what Bob just touched upon, which includes SmartAudio, and we've talked about as people growing past but getting back to '19 levels, and we've talked about as a total company, and we commonly get the question, do you want to get back there on the Multiplatform line and your confidence in getting back on the Multiplatform line. Remember what Bob just articulated, our capabilities of SmartAudio in the Multiplatform line, that too enables us to tap into the digital TAM, the $160 billion plus $170 billion digital TAM. It's not just our digital line that could tap into it, but it's also our Multiplatform line.",intermediate
533f97805db8c5ead0627eee3310d10f,"Can you just -- I guess, my first question, just elaborate a little bit more on your priorities for capital deployment. You obviously have a lot of cash in the balance sheet post the divestiture. I guess, specifically, should we anticipate a bulk of your capital deployment is going to be focused on the strategic transactions or will debt pay down and share repo be an important consideration as we think about that capital deployment?","Yeah. I mean, Chris, they're all tools in our toolbox, but my goal is to put this money to work and rebuild back the operating income through strategic M&A. I mean, that would be my first priority. But -- and there are opportunities out there and we'll evaluate them. But I will also tell you, we will continue, just as we have in the past, to be extremely disciplined in our purchases. I'm not just going to run out and buy anything. But my ideal is to continue to build scale in the company, find targets that accelerate growth and make for a bright and strong future going forward. So will the others play a role? I mean, obviously, our net debt number is -- will come way down in the beginning and we'll balance it out. So I mean, it's a little difficult to answer at the moment, but we will share those with you, but you know my priority.",intermediate
bdd94826db93dfa1ab49eda3973050b7,"Okay, got it. And then maybe just an update on the Food and Beverage strategy? Specifically the OHM deal not going through. Can you just remind us how you're thinking about that? What's some of the options are? I think the release had talked about maybe exploring some alternative options with them. So I'm just curious how you're thinking about that? And then related, do you think on the back of COVID, there will be structural changes in how consumers shop Food and Beverage or interact with restaurants in the terminals? Are you rethinking at all types of model including beverage that can work and may be play to your strength?","Hey Seth, this is Roger. I think from our perspective, Food and Beverage is still something that we're still very, very excited in, and are aggressively looking at as part of our long-term growth. I think you hit probably one of the greatest challenges that we're looking at is what does COVID-19 mean to the overall Food and Beverage portfolio on an airport, particularly as it relates to sit-down -- sit-down restaurants, queuing and other aspects. So -- and we've been having conversations with many airport and landlords as well too in that regard to understand what their thoughts are as airports long-term start to look at the evolution of what COVID-19 means to their overall programs. We continue to look at grab and go as unique opportunities. We are continuing to look at cafes and quick-serve as things that we could add and tap onto our retail contracts, very, very quickly. And at some point in time as things evolve a little bit more we will continue to look at M&A as part of our long-term strategy.",intermediate
e36844839303f6a4c76cf72e3d8ae32f,"Okay. That's perfect. That's very helpful. And then, I guess, any help or color will be strong bookings going to the year I would imagine there's some level of visibility. Is there anything that you mentioned more second half drop-off in IYR, but anything else seasonally quarter-over-quarter through the years to call maybe size just, kind of, steady state sequential growth?","Yes. I think the way to think about it is, kind of, what we said during the script itself. You're spot on that the analytics would grow pretty strong and that toward the second half of the year IYR starts to decline. I think we made the comment that if you looked at total company revenues, you would see them approaching the 20% growth rate target that we had set for analytics.",intermediate
ea7848778bd5f441167147d49ef71a3b,"I'm just trying to think about, the clinical hold and maybe anything positive that we may be able to tease out of this, just thinking about, is there a way, or can you front run site enrollment or site openings within the U.S., or are you able to shift capital more toward Australian sites, etc., anything along those lines that might not be on hold during the hold, I guess.","So yeah, good question. Yeah. So remember this is -- this whole business is a little spotty. It's U.S. based. We continue to have patients enrolling in Australia. We have announced that, we when we think of this trial, it's a North American Australia sites trial. So that includes Canada.

And as you can imagine, we are exploring other places where we might be able to open sites. So by all means we are exploring and spending a significant amount of both human, of human capital on trying to, shall we say find a solution to this problem that is independent of the timing associated with the FDA. I will say that we did have an investigator meeting at the AAIC here. And I can tell you that the enthusiasm of the clinical teams for this trial are quite high for a lot of the reasons we always talk about when we showcase the trial, it is unique in design.

They like the idea that it's a separate trial for MCI and mild AD that it's short and that it is that that we actually provide patients with an additional 12 months of drug whether they're in the active or placebo arm. So the clinical teams like it, they're excited. They too are frustrated by those in the U.S. by the clinical hold, but we are not standing still ringing our hands, waiting for the FDA.

We are being as innovative as we -- as you can imagine, we would be. But by the same token, where we have learned not to make predictions until we have our bird in the hand. So you can be assured, we're working hard and as things loosen up or move forward, we will let you know.",intermediate
def7aa4f9788f9acf228326c65948eb3,"Thanks good morning. Maybe wanted to talk a little bit about the core business in the U.S., so a somewhat measurable deceleration in terms of the year-over-year growth from the second quarter. But I don't -- I'm not sure if there is some other -- some year-over-year things that you guys are lapping or anything that might, explain that.","Hi Dillard. Thank you for the question. I think all-in-all, we do see quite interesting increase of the quartz penetration in the U.S. And we are quite encouraged by the continuous penetration of this category in the U.S. in which we are continue to -- with our efforts to have a bit of go-to-market platform, we continue to invest behind our sales team and actually all the initiatives that we put in our Global Growth Acceleration Plan, are implants regarding the U.S. I think all that has been kind of -- I mean effected itself in this quarter increase in -- sorry, growth in our revenue with 4.6% in our core business",intermediate
2b46adb1674a082c936ac31fed5035ce,"Thank you. Good afternoon, gentlemen. You guys mentioned, I think, for Q2 we should expect organic growth in aviation. How should we think about growth in marine and land? I know Ira, I believe you said gross profit improvement year over year in marine, I assume that's mainly coming from price, not necessarily volume. How should we think about marine and land, organic growth, if you will?","So, within marine, we've got 2020. There has been a lot of wait and see on that. The forward curve isn't really showing very much. But there have been a couple of select deals, but if you look at -- and I've said this before -- aviation being a manifestation for the entire company in terms of a combination of asset light, select physical inventory distribution and technology. That applied to both marine and land. So, we'll have a selective approach to organic growth. We've got tremendous capabilities.

We are leveraging more of the capabilities within the company that cut across all of the segments. We'll continue to grow organically. We'll penetrate markets selectively, both on the asset-light side, which we've done in marine and aviation, but selectively entered the physical side of equation, try to add more services where we can, utilizing technology. Within land, as I've mentioned, I think last quarter, we are going to use the global platform that we have within marine and aviation to selectively grow our land business.

Certainly, the US is an area of interest where we've got a foothold within Europe. So, there are acquisitions within the land space. We have fairly small market share. That's a fairly rich place for us to continue to grow our C&I business. Within connect, we believe we've got good growth within our gas and power and sustainability business, blending those together on a go to market within our commercial and industrial users makes a lot of sense.

I made reference to that last quarter. It's a combination of leveraging the corporation's innate capabilities and applying that across the entire business using our global platform to logically extend into those different activities and then selectively looking at acquisitions.

So, marine we feel good about in terms of getting some growth there. Certainly with 2020, we are well-prepared to support our loyal clients and then land has been a rough road, but we feel like we are getting a solid team together and while technology is slow to come, we are focused very much on the customer experience and being able to overcome some of the challenges in terms of putting together complex systems.

So, we feel like we've got a much better growth curve and momentum and the land engine is starting to come together. It's palpable in terms of a hell of a lot more engagement within the team, both on diesel, gas, and power and sustainable. So, that feels good. We're feeling very positive about that. And then marine team as well is extremely engaged. So, it feels like all of the businesses are coming together and the balance sheet looks good. We're ready to roll. It's never simple, but we feel like we're in better condition now than ever before.",intermediate
31ba2f482205d80f860e7c036336a743,"OK. And then, just my last question is one of the key differentiation pieces in our view is certainly the creative side of the business with Truly. Can you just talk about the drivers of increased use of Truly for video ads? And then just help us understand what that brings to the rest of the model, right? I understood more engagement is just good, but kind of put that help us understand that as we relate this back to excel.","Thank you. I will take it, Sagi. So I think that -- when we are talking about creative, we have to understand that there is a few elements to the importance of the creative. First of all, as we indicated to increase the engagement. But apart from that is to increase the efficiency when you are connecting between creative and data. And this is something that we were able to grow a lot the efficiency and the engagement in the last year and a half or close to two years since we basically started that because Truly, it's basically after we acquired, and Unruly, we released this product. And it did a very good job, and we see the growth about that. And I think that advertisers like it because it's basically serving two of their goals. First of all is to reach the right audience with the right message. And the second one is to basically increase the engagement with that. So we see that as a catalyst also to sell when we are offering these capabilities to advertisers when compared to other companies that are less is doing that. I think that we are gaining more attention. We are getting more budget and we are getting more response from advertisers. And it's a tool that we really enjoy using in the market, and it's bringing a lot of great results to us and, of course, to our clients that are using them.",intermediate
96e7c416a898fa62f8990efc32a8571d,I wanted to ask also another question about the TX200 program. I guess how do you think about dosing in the TX200 program? And do you expect CAR-TREG cells to expand? I really just am trying to get out like what's the expectation for efficacy in low dose cohorts in the Solid Organ Transplant study.,"So we never guide to -- the first dose of any study is always a balance between prudence and hoping that piece of that patient will get some benefit, but until you do the study, you don't know. Jason, TREG expansion or what happens to TREG when it's given?

Yes. Thanks, Sandy. We definitely expect the TREG to expand in the patient upon encounter with the cognate ligands for the CAR receptor that we are engineering the TREG with. So, we certainly anticipate and that by design, that when the TREG get to the tissue, where the antigen is expressed, they will be activated through their core receptor. And that will trigger them to proliferate and to acquire their immuno regulatory and suppressive properties. So that's what we expect to see. And that's what we've seen in the preclinical data that we've shown and the preclinical data that our partner Mabe Levin [Phonetic] are active in partner Mabe Levin [Phonetic] to the public. So we definitely expect expansion.

And if I may add something to what Jason has summarized. In terms of initiating the study this year, we do intend to initiate the study. But Similar to other genetically engineered cell therapy approaches, patients will undergo a leukapheresis procedure from which the TREG cells will be isolated and engineered and preserved. And the HLA to negative patient will subsequently undergo transplantation surgery. And then following a recovery period will receive the personalized TX200 drug candidate and so as a result of this detailed process, we expect that dosing of patients will occur several months after their enrollment. And as such dosing may be this year or next year. We're not committing to dosing his year but certainly to initiating the clinical trial this year.",intermediate
a10ef85f57b5f56855133ae9836f2e59,"And as well as those two countries, do you also expect to increase your business in Europe and the United States?","Look, in general, I think if you look on the last few years, we can see that most of our system are toward to Asia, about almost 90%. In the fourth quarter, we see more from U.S. and Europe. But if we talk about yearly overview, I would say that the trend of over 90% goes to Asia is more reasonable.",intermediate
952fc4d67e5b20d35b98a05ec3a96886,"So how do you incentivize your agents to push your Title and Escrow and mortgage versus alternatives given kind of rest rules? And then secondly, there's obviously been numerous technical factors that have weighed on the stock. As you get past the lockup, the earnings lag out, I mean, the stock cannot get more support. I mean, are you willing to consider a buyback or kind of more aggressive opex reductions? And maybe kind of just give us your perspective there.","Yes. So I'll answer the first question. I'll let Kristen answer the second. Yes. So of course, there are rest of rules that we follow and the entire industry follows, where you can't economically incentivize an agent for referring title and mortgage to their clients or any other product or service that's required at the transaction complete. And so we follow that. And so we have to be able to compete by having the best title officer, the best loan officers. You go in the good old-fashioned way with the best service. And what's unique about what we our building is the platform is going to integrate the actual title and mortgage solutions through the agent workflow. It will be embedded in the workflow and integrated into the workflow, making it easier for the agent and their clients to complete the transaction. And so good old-fashioned, again, a better service on the human side but also on the software side. And in terms of your second question, Jason, we -- look, we remain very confident in our strategy here. So what we are focused on, first and foremost, is execution. Even -- we see some of the technical challenges that you're pointing to. And of course, we'll be open to evaluating different options there. But at this point, we don't have any plans or any commitments to a buyback or any similar strategy right now. We're really focused on executing our strategy. But we'll -- we are open-minded and always evaluating different alternatives.",intermediate
358280bb3eb51546f6e1f286b339e01c,I wasn't going to let you get away. Maybe just some detail around your fiscal 4Q pacing? And then maybe just any kind of core outlook that you could provide for the rest of calendar '21. And then if you care to kind of throw down the [Indecipherable] on political in '22 versus '20 on a calendar basis?,"All right. Well, taking them in order, look, we gave guide on the fourth quarter for plus 40 for the Local Media segment. Look, professional services continues to show strength and growth. I think you've heard Jason explain it earlier, it's now a full 25% of our local core advertising business. And an auto makes up about 20%. And we saw very modest growth for auto in Q3 at like plus 3% look, as soon as these chips and rubber and foam shortages all right themselves and sort themselves out, I would say, for the rest of the calendar year, as that recovers, so will the advertising piece behind auto. But we do continue to see strength in professional and home, and we don't look for those to abate. For political, I'm very excited about our '22 cycle, even against our amazing '20 cycle. We have 13 governors races and 13 Senate seats. And you've heard me say this before, even though we had a great presidential run in '20, the reality is a larger percentage of our political revenues come from those hotly contested governor and senate races. And we're going to have a full slate of those across our footprint. So I think what you'll see will be record setting.",intermediate
3459b9b0f23ebc1e3bfaf9be1dd0ff2c,"No, I think the point about not having to ship 50% no matter what is very clear, I guess, it gives you a lot of flexibility. So that part helps for sure. And then going to the supply chain services, I'm sorry, the specialty computing business, the $90 million to $100 million from the acquisitions in fiscal '20 you're roughly forecasting. What's the linearity of that? Is that back-end loaded or fairly even? And do the acquired businesses have similar seasonality to Penguin in the coming years or just in general?","Yeah. We don't think that the seasonality is quite the same because Penguin has a significant federal component which has this particular seasonality. However, Penguin is a big part of that specialty compute segment for us. And so we will see that variation, a weaker Q2 again because that's when the federal business is at its low point. And then a stronger Q4 are -- the business we acquired from Artesyn does have some decent size military component as well. So that tends to have a slightly higher Q4, it's not as much of a peak. So we would see somewhat similar behavior, just a little bit more modulated compared to Penguin, which has somewhat more extreme seasonality.",intermediate
375b050c8181e617302507d1bf8c2614,"Last one for me, I've asked this previously, but a little more directly, maybe your net cash position almost in net cash at this point. Nice debt repayment, but from the capital allocation standpoint, your stock valuation relative to earnings is lagged to peers for years. I guess, you guys are focused on acquisitions, which have come out a fairly sizable premium to MEI's valuation. Have you reconsidered a meaningful share buyback program versus more focus on acquisitions.","A very appropriate question. That is something that we are considering. We're now going to -- we're up [Phonetic] over $200 million in cash. Not likely to pay down much more debt, it is very inexpensive debt. There is some debt in Europe, we may repay. So now, but let me back up. We thought it was very, very important after doing the Grakon acquisition that we proved to the Street that Methode has a discipline to achieve the synergies and more importantly pay down debt. And we've accomplished that. And for the last, since the Grakon acquisition that was priority one. Now, where we're sitting today, we're ahead of where we thought we would be, largely because our teams did a very good job of taking cost out of the factories and dealing with tariffs and so on.

So now we will turn our attention to where do we put that cash to use. Do we do a stock buyback? That is certainly on our list. I won't give you a priority on it, but it is certainly something that we are considering. Having said that, we will -- we always look at acquisitions. Grakon was I think at first, there were some concern about it, but it clearly has put us in good stead in the commercial vehicle market and the EV market. And some of the EV wins we had were on what will be commercial trucks. And particularly, when you get into BDUs and PDUs. So I'm not going to say that we're not going to do an acquisition. So I'm not going to give you the order, but I can tell you the stock buyback is something that we would certainly consider.",intermediate
9edf1ab54af2a34eb1f87b6493936793,"Now that you have -- the world is obviously your margins need, need, need some time to normalize. But just from total health of the market and demand growth respect to things normalize.

You've gotten your balance sheet on more solid footing than last year. How are you thinking about the opportunities strategically for the company with respect to M&A? Or other strategic opportunities for Core Lab in a market that's now positioned for growth rather than contraction?","Sure. I'd say first of all our attention is always drawn toward our internal pipeline for technology development. It is a foundation for where we go. We've got a number of very intriguing technologies some including nuclear physics sort of revolutionary approach to how we'll address Core analysis in the future.

And then, on our product side a number of innovations both on diagnostics and energetic systems. So first our attention goes to growth opportunities we have and investment opportunities we have there. We're always looking and always listening to opportunities on the M&A side. I can say that we go through a rather rigorous evaluation of the technical and financial consequences of M&A, as we look at things we -- as you mentioned we now have called the balance sheet flexibility to act on those things.

The one thing I would say in terms of M&A as we look over the landscape of opportunities that are out there. If Core Lab acts on an M&A opportunity, it'll be something that you look at and go, well, that makes sense that sticks close to Core Lab's wheelhouse of things we know. What you won't see us do is get adventurous into things that have you scratching your head is why is Core Lab think they know anything about that?",intermediate
88f2cd061d836bd6607657444855c341,"My first question is on the cash allocation. We have very good cash flow on our core business and also a very solid cash balance. Just wondering, should we think about the enlarged stock repurchase program and perhaps further stock repurchase program as a more occurring practice down the road? And the second question is on the deferred revenue. Deferred revenue balance was very strong this quarter and I was wondering if the management could give some color on this growth and whether it's due to the mix change between PC and mobile game.","Okay. Alex, for your first question, our treasury policy is always very prudent. We are one of the very, very few tech companies globally that pays a regular dividend. In fact, we've been paying a regular dividend since 2013 and we will continue to do so, returning value to our shareholders, especially long-term shareholders who has been supporting us in the journey of the growth over the last two decades. The stock buyback program is also a regular exercise for a couple of years. And when the situation requires and then within our ability, we can go back to the Board, just like this time, seeking for the authorization of enhanced dollar amount for the overall stock buyback. So that is on the treasury cash management aspect. For your deferred revenue, we don't further break down exactly on the composition, but I think you are right. In Q1, if I remember correctly, it is probably another record quarter for both recognized revenue as well as deferred revenue. And again, largely, it's underpinned by the gross billings and the growth of both PC lines as well as mobile lines of games, largely consistent with what you are seeing in the year-over-year growth for the recognized revenue. Youdao also contributed to a certain extent, of course, but then you can refer to Youdao's public filing for the deferred revenue incremental portion.",intermediate
ccddd5a4d3c599701990d222cda01821,"The first is about the competitive dynamic in Brazil. This is the No. 1 question we're getting from investors. And you made some impressive comments regarding your fulfillment capability in Brazil. So I was wondering if you could perhaps try to talk about or define how many years behind do you think the competition is in terms of their fulfillment ability in Brazil, perhaps focusing on new entrants like Shopee. Second, you talked about increasing sales of more sophisticated point-of-sale payment devices. And I was trying to understand when do you think the larger merchants that you're selling these two will begin to start contributing to acceleration in off-platform TPV growth?","Look, on the competitive front, I think we always say the market has been competitive. It's a huge opportunity. It will continue to be competitive. And rather than looking at how many years of a head start do we have, it's how can we move consistently faster and accelerate our own pace of rollout of our network to try to continue to drive up same and next-day delivery, continue to expand free shipping. So I think the playbook so far, we've been very successful, and we just need to make sure that we don't get complacent, and we continue to do everything in our power to drive down cost, return a part of that improved cost back to consumers in the form of more free shipping and continue to roll out the network efficiently so that we can get faster and faster. And I think it's an ongoing race, and we don't want to measure how far ahead we are because that could breed complacency. Craig, with regards to our MPOS business, we are already seeing the effects of moving up market, mostly in Argentina, and it's starting to happen in Brazil, too. In Mexico, we are just getting started there. But bear in mind that this mentioned larger segments is really are SMEs basically, in the past, we're addressing mostly individuals and these devices are targeted toward SMEs, but there's already an effect we are seeing in Argentina.",intermediate
a0bbea41452ad58bc7c58233ab39bbf1,"And then just one follow-up on performance chemicals in terms of pricing as well. Again, another good quarter there in terms of pricing. You fully offset inflation. Does it become incremental to EBITDA as we head into the first half of the year? Or is it more catch up and then maybe a little bit more incremental in the second half of the year?","Yeah. I actually think the pricing overall for the year, the pricing improvement in dollars will more than offset those inflationary costs, energy, raw materials, logistics, etc. As you can see from the trajectory, essentially half of the price increase for the entire year occurred in the fourth quarter. So I think that from a comparative basis, we're going to start to see a significant price increase versus prior year as we start 2022.",intermediate
9218359863803fa90bd2f1f929dda714,"Got it. And then, just for a second question, regarding the CRJ700, the comment about possibly being operated by Mesa I think is new. If kind of GoJet can't take delivery as it seems to be the case based on kind of SkyWest's comments, have you negotiated the economics around operating these 50 [Phonetic] seats or is there more to go before that can happen?","Well, Mike, correct me if I'm wrong. Brad, you can jump in. But we have had discussions with United. I don't think we finalized things. I will mention that we had made a proposal to them a while back, but I don't think that if in fact they came to us and asked us to operate the aircraft, I don't think it would be a high hurdle for us to come to an agreement.",intermediate
419ea70940e3872f3504fb9049cef842,"Can you just, kind of, outline expectations for news flow out of the Trenton Canyon discovery and kind of milestones, we should be looking out for beyond the ongoing drilling.","We tend to accumulate results and put exploration release out every quarter or every two quarters and I would imagine, we'd continue to do that. We drive everything around our resource and reserve updates, which come out in February of each year. And so that will be the first time when we actually release some sort of resource update for that area. But this is what I've said the whole way along. This is going to be a long program. It's a huge area. We've increased the expenditure because we had results initially much better than we were, sort of, counting on. So it's a great position to be in. But what we've said all along, we will be spending $2 million, $3 million, $4 million for the next four or five years. This is a big year. We typically do these up to two times a year, unless there is something very special in terms of the results that we get. This follow up hole that we've got, that we've reported here is interesting and lines up well with the other ones, but we're beginning to think that we have and East West structure, steeply dipping and if we start to develop some more continuity with this particular intercept, that's the 7178 intercept, now we will be, will be releasing some of those results, as we, as we accumulate them.",intermediate
2f5f168bd04e3f89b8803af8ecfb68c8,"That's great. Does the Best Made launch come with any sort of change? I -- sort of back to my original question, change in marketing. I mean, one of the things about that brand was always its catalog and how successful they were with that. Are you kind of thinking about how you message that brand a little bit differently than maybe how you speak to the Duluth core customer?","Yeah, we're talking about that. Obviously, you know, the digital will play a critical role in that. But at this stage, I don't believe we're talking too much about catalog. I think, certainly, I think in totality, there's a significant digital opportunity for us. And certainly, within Best Made, I think that there -- there's a nice fit given the quality and the premium price points we're selling there.",intermediate
bfc5aa9ebe86f88a9961255c181dae3c,"OK. Lastly, nice progress with Kite. Any update on the Novartis side with KYMRIAH in terms of the contract renewal, which I think is a per-year term and maybe coming up for renewal soon?","Yes. I mean we're active in negotiation for that extension with Novartis, and we anticipate that we'll be able to announce something along those lines in relatively short time period.",intermediate
5d3e02b9f6dec009d32c9ab6c8d532cf,"Can you talk a little bit about how the ideology of OAB may differ in this population compared to men without BPH or in women? And then in understanding that there's no approved medication currently for this population, I'm curious to know what your sense is on the extent to which OAB and men with BPH is currently managed with Myrbetriq and to what extent there may be pushback at the part of payers or physicians looking to like -- for these patients currently?","As you know, the real etiology of OAB is not known. It has to do with the aging of the bladder. That certainly is one of the main factors, maybe with the stretch receptors. However, the true origin is not known. Men with BPH have an additional extra factor which women don't have, because men have a prostate. So the urethra is longer, sorry to go into anatomy now, and their bladder outlet is different from that in women. Women have a very short urethra while the men have the prostate. And if there is an enlargement or an obstruction of the outlet, basically, the overactive bladder sort of works against this outlet obstruction. And so it is actually pathophysiologically slightly different from the OAB, the general OAB, particularly in women. That's why the FDA agreed to a separate development program for OAB in men with BPH. There is no approved therapy. There are occasional published studies. They exist, but there's really no good development program to fully characterize the efficacy and safety of an OAB medication, including the beta-3 agonist in men with BPH and OAB. And Eric, if I could just build on the question related to the label, clearly, it's a differentiated label with vibegron, if we're successful with achieving that indication. And I think from a payer receptivity perspective, it's really positive, given the fact that it has the ability to treat overactive bladder and overactive bladder in men with BPH. So we view it, obviously, as a strong positive from a differentiation perspective, including a payer differentiation perspective.",intermediate
6b23e3c01a16ae38810c42c4ab885116,"OK. All right. So granted your discussion and your answer for Glenn's questions pointed to consumer development in AR/VR, can you be more specific? How are you taking what you've done here for the Scott helmet or you've done for the diving helmet and what specific kinds of R&D are you doing to develop the consumer side?","Yeah. In the consumer side, I think, first of all, consumer as we know, I have â I'm a big preacher of the fan side rules. The rule number one is, we have to be human for the second technology. So major things of the human is just put an eye on the head if you had to do by natural, if they are small, thin, lightweight, fashionable and so the consumer introduction for reality high glasses is best. And I will talk about that next week. What had the special high class has to come in as consumer and go such classes are coming up. And then you will be radiant available in the next few months ago. And it will be every way, the next 12 months. And after that, you will â you were going to more and more customer applications. So, how is the consumer application starting right now in the few months ago, and it's going to be there then. So we'll talk about that, I choose that, I don't want to give that. Just comes down there [Inaudible].",intermediate
77fc7af589314f18f10745913988e2a1,Great. And then just as a follow-up. Can you talk about some of the puts and takes in terms of how you're thinking about the holiday season this year versus last year?,"Sure. Thanks for the follow-up question. As we look at the holiday season, there are certainly some challenges that we're mindful of. The macro environment remains uncertain, and we're seeing continued inflationary pressures. That said, we feel good about our position heading into the holidays. We've got a strong product lineup, including some exciting new launches. Our inventory is in good shape, and we've been pleased with the initial response to our holiday marketing campaigns. We're also continuing to invest in our digital capabilities, which we believe will be especially important this holiday season. So while we're certainly cognizant of the headwinds, we feel we're well-positioned for the holiday period.",intermediate
83b7053d4a8be4ba9d42e6561e3d7c46,"Wondering if you could just expand upon the four additional Athens part qualifications. Where they with different OEMs and Safran? Anything you can characterize about the parts, if they're high volume, who they're with and what that might mean for the utilization of Athens and on what timeframe.","I can say, Gautam, they were significant approvals for us just in our, where we're at in the process. There were other OEMs other than Safran in those four.",intermediate
4ac15d22572bc30492ab9d4d9f32ac83,So one competitor has presented some early data at ASCO on its MDM2 inhibitor in LPS. So what do you think of the potential read-through from the presented data to milademetan's competitive positioning into the ongoing MANTRA study?,"Of course, we're not going to comment on [inaudible]. However, we're aware that BI's entry into the MDM2 space validates our approach at Rain using MDM2 as a validated cancer target in select patient populations.",fully_evasive
30b1e7693c71e3c51a8c344ea016b2d9,"Okay. Just going back then, when I look here over the last 12 months, right, you have closed about 800 branches and your employee base is down to about 4,000. Did you incur any extra challenges in the last 12 months related to this closing and declining the employee base?","We made some provisions also to that throughout the year, and now we are going to expand it. So the idea is to spend the money on a cash basis to -- on the following month, but most of it will be expanded now in the fourth quarter. The reason for that is that you remember that Octavio, our CEO, in the end of the first quarter, announced that we would reduce 400 branches. And now we are increasing this number. So we have to have additional provisions toward to that. That's the reason why we decided to make this additional BRL800 million.",fully_evasive
